======================================================================
3-Round + Parallel Analysis (思考模式版本) - Question #3620
======================================================================

Base Thinking Mode: True
Analyst Thinking Mode: True

Title: List of ghost towns in Kansas
Question: which town had the longest span between establishment and disestablishment?
Expected Answer: ['Irving']

----------------------------------------------------------------------
Table:
|     | Town name                        | County                         | Established                           | Disestablished                                     | Current Status                                                                                                                                                                                                                                                               | Remarks                                                                                                                                                                                                                                                             |
| 191 | Springdale                       | Leavenworth County             | 1860                                  | 1920s                                              | The Kansas City Metro area has grown into the area of Springdale.                                                                                                                                                                                                            | nan                                                                                                                                                                                                                                                                 |
| 192 | Owl City                         | Jefferson County               | nan                                   | 1930s                                              | Nothing remains of the site and it is rumored that it is now under the waters of Perry Lake.                                                                                                                                                                                 | Owl City was mainly a section house on the Leavenworth and Topeka Railroad.                                                                                                                                                                                         |
| 193 | Granada                          | Nemaha County                  | 1855                                  | nan                                                | Some ruins and abandoned building remain on what used to be Main Street.                                                                                                                                                                                                     | nan                                                                                                                                                                                                                                                                 |
| 194 | Richmond                         | Nemaha County                  | 1855                                  | 1860s                                              | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 195 | Guittard Station                 | Marshall County                | 1857                                  | 1900                                               | Some abandoned buildings remain.                                                                                                                                                                                                                                             | Guittard Station was a major stop for the Pony Express.                                                                                                                                                                                                             |
| 196 | Marietta                         | Marshall County                | 1881                                  | 1920s                                              | A small population remains as does some buildings.                                                                                                                                                                                                                           | nan                                                                                                                                                                                                                                                                 |
| 197 | Stockdale                        | Riley County                   | nan                                   | 1957                                               | The townsite is under the waters of the Tuttle Creek Reservoir.                                                                                                                                                                                                              | nan                                                                                                                                                                                                                                                                 |
| 198 | Cleburne                         | Riley County                   | 1860                                  | 1960                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | Originally called Big Timber until 1878.                                                                                                                                                                                                                            |
| 199 | Garrison                         | Pottawatomie County            | nan                                   | nan                                                | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 200 | Aubry                            | Johnson County                 | 1857                                  | 1888                                               | Nothing remains but Aubry Township is named for the town.                                                                                                                                                                                                                    | Aubry was located around 192nd Street and Metcalf.                                                                                                                                                                                                                  |
| 201 | Oxford                           | Johnson County                 | mid-1850s                             | 1871                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | Not to be confused with Oxford, Kansas in Sumner County, an existing city with a population of 1,049 as of 2010.                                                                                                                                                    |
| 202 | Sunflower Village/Clearview City | Johnson County                 | 1943                                  | 1959                                               | Old residences, streets and other buildings remain in and around Clearview City.                                                                                                                                                                                             | Sunflower Village was established exclusively for the Sunflower Army Ammunition Plant, the plant and town remain just off of K-10 south of DeSoto.                                                                                                                  |
| 203 | Tontzville                       | Miami County                   | 1866                                  | 1874                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 204 | Stanton                          | Miami County                   | 1855                                  | nan                                                | Several houses and businesses remain.                                                                                                                                                                                                                                        | William Quantrill lived in Stanton during the winter of 1859-60.                                                                                                                                                                                                    |
| 205 | Hyatt                            | Anderson County                | 1856                                  | nan                                                | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 206 | Lone Elm                         | Anderson County                | 1869                                  | nan                                                | 2008 estimated population of 26.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 207 | Ransomville                      | Franklin County                | 1878                                  | 1914                                               | The Ransom house still stands as does some other houses and buildings.                                                                                                                                                                                                       | nan                                                                                                                                                                                                                                                                 |
| 208 | Peoria                           | Franklin County                | 1857                                  | 1880s                                              | A small population remains and Peoria Township is named for it.                                                                                                                                                                                                              | nan                                                                                                                                                                                                                                                                 |
| 209 | Stull                            | Douglas County                 | 1857                                  | nan                                                | A couple of churches, some houses and the old schoolhouse remain.                                                                                                                                                                                                            | Originally called Deer Creek Community until 1899 when the post office opened, the post office closed in 1903.                                                                                                                                                      |
| 210 | Ottumwa                          | Coffey County                  | 1855                                  | nan                                                | A small population remains on the north edge of the John Redmond Reservoir.                                                                                                                                                                                                  | nan                                                                                                                                                                                                                                                                 |
| 211 | Havana                           | Osage County                   | 1858                                  | early 1870s                                        | Ruins of the Havana Stage Station and hotel remain and a sign has been posted on the site.                                                                                                                                                                                   | Not to be confused with Havana in Montgomery County.                                                                                                                                                                                                                |
| 212 | Superior                         | Osage County                   | 1859                                  | nan                                                | The site is now part of Superior Game Farms just south of Burlingame.                                                                                                                                                                                                        | nan                                                                                                                                                                                                                                                                 |
| 213 | Kansapolis/Rochester             | Shawnee County                 | 1854                                  | late 1850s/early 1860s                             | Nothing remains of the townsite, only Rochester Cemetery and Rochester Road in North Topeka mark the site.                                                                                                                                                                   | nan                                                                                                                                                                                                                                                                 |
| 214 | Wanamaker                        | Shawnee County                 | 1891                                  | 1917                                               | Nothing remains of the townsite however Wanamaker Road, Topeka's main western edge road, bears its name.                                                                                                                                                                     | After a tornado destroyed the town in 1917, it was not rebuilt.                                                                                                                                                                                                     |
| 215 | Wilmington                       | Wabaunsee County               | 1856                                  | 1872                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | The site is currently maintained as a hiking trail by a local chapter of Boy Scouts.                                                                                                                                                                                |
| 216 | Alida                            | Geary County                   | 1858                                  | 1967                                               | The site of Alida lies underneath the waters of Milford Lake.                                                                                                                                                                                                                | nan                                                                                                                                                                                                                                                                 |
| 217 | Columbia                         | Lyon County                    | 1855                                  | 1857                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 218 | Agnes City                       | Lyon County                    | 1858                                  | early 1860s                                        | Only a small cemetery marks the townsite.                                                                                                                                                                                                                                    | Was the county seat of Lyon County until losing to Americus who then lost it to Emporia.                                                                                                                                                                            |
| 219 | White Rock                       | Republic County                | 1866                                  | nan                                                | Nothing remains of the townsite.                                                                                                                                                                                                                                             | Founded by Thomas Lovewell. Most of the town lies under the water of the Lovewell Reservoir.                                                                                                                                                                        |
| 220 | Reamsville                       | Smith County                   | 1880                                  | nan                                                | A small population remains.                                                                                                                                                                                                                                                  | An Old Dutch Mill, built in 1882, was moved to Smith Center in 1938.                                                                                                                                                                                                |
| 221 | Harlan                           | Smith County                   | 1877                                  | nan                                                | A small population remains as well as the ruins of Main Street and a high school gymnasium.                                                                                                                                                                                  | Harlan was home to Gould College which lasted from 1881 until 1891.                                                                                                                                                                                                 |
| 222 | Lindsey                          | Ottawa County                  | 1866                                  | Post office closed in 1942.                        | Nothing remains of the townsite except an old well.                                                                                                                                                                                                                          | nan                                                                                                                                                                                                                                                                 |
| 223 | Lyona                            | Dickinson County               | 1857                                  | Post office closed in 1888.                        | Nothing remains of the townsite except for a church & the old Lyona School built in 1870.                                                                                                                                                                                    | nan                                                                                                                                                                                                                                                                 |
| 224 | Canada                           | Marion County                  | 1873                                  | nan                                                | A small population (approx. 40) remains.                                                                                                                                                                                                                                     | nan                                                                                                                                                                                                                                                                 |
| 225 | Boomer City                      | Saline County                  | mid-1940s                             | nan                                                | Boomer City was established as a town to house the construction people working on the Kanapolis Reservoir. When the lake was completed, the town was abandoned.                                                                                                              | nan                                                                                                                                                                                                                                                                 |
| 226 | Mariposa                         | Saline County                  | 1856                                  | unknown                                            | The town barely got started and was abandoned soon after its founding.                                                                                                                                                                                                       | nan                                                                                                                                                                                                                                                                 |
| 227 | Buchanan                         | Saline County                  | 1857                                  | late 1850s                                         | The town was surveyed but soon after a local child died after arrived in Buchanan, the town was abandoned.                                                                                                                                                                   | nan                                                                                                                                                                                                                                                                 |
| 228 | Kipp                             | Saline County                  | early 1860s                           | 1960s                                              | A small population remains.                                                                                                                                                                                                                                                  | nan                                                                                                                                                                                                                                                                 |
| 229 | Dry Creek                        | Saline County                  | 1877                                  | Post office closed in 1887.                        | An old blacksmith shop still stands but nothing else remains.                                                                                                                                                                                                                | nan                                                                                                                                                                                                                                                                 |
| 230 | Terra Cotta                      | Ellsworth County               | 1867                                  | 1888                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | Ironically, in 1901, a railroad built a depot at Terra Cotta despite nothing being there. It was moved in 1934.                                                                                                                                                     |
| 231 | Idavale                          | Ellsworth County               | nan                                   | 1893                                               | The Idavale Ranch is located on the Kanapolis Reservoir Legacy Trail, along with Terra Cotta.                                                                                                                                                                                | nan                                                                                                                                                                                                                                                                 |
| 232 | Fairport                         | Russell County                 | 1880                                  | 1940s                                              | A small population remains.                                                                                                                                                                                                                                                  | nan                                                                                                                                                                                                                                                                 |
| 233 | Redwing                          | Barton County                  | 1890                                  | nan                                                | A small population (approx. 20) remains.                                                                                                                                                                                                                                     | nan                                                                                                                                                                                                                                                                 |
| 234 | Boyd                             | Barton County                  | 1886                                  | nan                                                | A small population and building ruins remain.                                                                                                                                                                                                                                | nan                                                                                                                                                                                                                                                                 |
| 235 | Cain City                        | Rice County                    | 1881                                  | 1889                                               | After the founder, Roger Cain, died, the town was slowly abandoned. Nothing remains of the townsite.                                                                                                                                                                         | nan                                                                                                                                                                                                                                                                 |
| 236 | Empire                           | McPherson County               | 1855, post office established in 1861 | late 1870s                                         | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 237 | Hukle                            | Sedgwick County                | 1885                                  | 1915                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 238 | Marshall                         | Sedgwick County                | 1872                                  | 1880s                                              | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 239 | Calista                          | Kingman County                 | 1880s                                 | 1970s                                              | An old grain elevator and a couple of houses remain.                                                                                                                                                                                                                         | nan                                                                                                                                                                                                                                                                 |
| 240 | Meridian                         | Sumner County                  | 1871                                  | 1886                                               | The town never actually existed despite being named the county seat in 1871.                                                                                                                                                                                                 | nan                                                                                                                                                                                                                                                                 |
| 241 | Saratoga                         | Pratt County                   | 1878                                  | early 1900s                                        | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 242 | Drury                            | Sumner County                  | 1882                                  | nan                                                | A small population (approx. 20) remains along with a dam built in 1882.                                                                                                                                                                                                      | nan                                                                                                                                                                                                                                                                 |
| 243 | Zyba                             | Sumner County                  | 1888                                  | 1915                                               | Nothing remains of the townsite, the town was wiped off the map by a tornado.                                                                                                                                                                                                | nan                                                                                                                                                                                                                                                                 |
| 244 | Belvidere                        | Kiowa County                   | 1887                                  | nan                                                | A small population remains.                                                                                                                                                                                                                                                  | nan                                                                                                                                                                                                                                                                 |
| 245 | Leota                            | Norton County                  | 1873                                  | 1882                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 246 | Port Landis                      | Norton County                  | 1872                                  | nan                                                | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 247 | Woodruff                         | Phillips County                | 1885                                  | nan                                                | A small population remains.                                                                                                                                                                                                                                                  | nan                                                                                                                                                                                                                                                                 |
| 248 | Gandy                            | Sherman County                 | 1885                                  | 1887                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 249 | Hawkeye                          | Decatur County                 | 1876                                  | 1880s                                              | Little remains of the townsite.                                                                                                                                                                                                                                              | nan                                                                                                                                                                                                                                                                 |
| 250 | Coyote                           | Trego County                   | January 1868                          | June 1868                                          | Coyote was the western terminus of the Union Pacific during construction. When the railroad moved on, Coyote was abandoned.                                                                                                                                                  | nan                                                                                                                                                                                                                                                                 |
| 251 | Augustine                        | Logan County                   | 1887                                  | Post office closed in 1895                         | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 252 | Vega                             | Wallace County                 | 1887                                  | 1890s                                              | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 253 | Jerome                           | Gove County                    | 1886                                  | Post office closed in 1943                         | Little remains of the townsite.                                                                                                                                                                                                                                              | nan                                                                                                                                                                                                                                                                 |
| 254 | Sherlock                         | Finney County                  | 1872                                  | nan                                                | In 1910, the people of Sherlock renamed the town Holcomb, which still exists.                                                                                                                                                                                                | nan                                                                                                                                                                                                                                                                 |
| 255 | Old Montezuma                    | Gray County                    | 1886                                  | 1895                                               | Some ruins remain in the area.                                                                                                                                                                                                                                               | In 1912, the Santa Fe Railroad laid out a new town named Montezuma which continues to thrive.                                                                                                                                                                       |
